 0.700 -0.050  0.070	 0.700 -0.049  0.070	-0.002  1.570  0.002	 0.067 -0.021 -0.151	-0.00366
 0.700 -0.100  0.070	 0.699 -0.100  0.071	 0.001  1.571  0.000	 0.065 -0.026 -0.149	-0.00158
 0.700 -0.150  0.070	 0.699 -0.150  0.070	-0.007  1.547 -0.011	 0.064 -0.035 -0.151	-0.00096
 0.700 -0.200  0.070	 0.699 -0.199  0.070	-0.017  1.556 -0.016	 0.062 -0.042 -0.151	0.00134
 0.700 -0.250  0.070	 0.699 -0.249  0.070	-0.048  1.452 -0.054	 0.059 -0.048 -0.152	0.00413
 0.700 -0.300  0.070	 0.699 -0.300  0.070	-0.069  1.409 -0.128	 0.064 -0.049 -0.153	-0.00139
 0.700 -0.350  0.070	 0.696 -0.346  0.073	-0.148  1.334 -0.206	 0.072 -0.045 -0.154	-0.00946
 0.700 -0.400  0.070	 0.691 -0.391  0.076	-0.884  0.854 -0.384	 0.072 -0.047 -0.155	-0.00884
 0.700 -0.450  0.070	 0.670 -0.420  0.089	-1.338  0.986 -0.329	 0.068 -0.053 -0.154	-0.00463
 0.700 -0.500  0.070	 0.644 -0.438  0.111	-0.478  1.202 -0.225	 0.063 -0.058 -0.151	-0.00046
 0.750  0.500  0.070	 0.735  0.494  0.075	 0.249  0.268  0.576	 0.072  0.072 -0.158	-0.00468
 0.750  0.450  0.070	 0.750  0.450  0.070	 0.269  0.957  0.256	 0.076  0.066 -0.157	-0.00164
 0.750  0.400  0.070	 0.749  0.400  0.070	 0.094  1.316  0.034	 0.078  0.058 -0.156	-0.01525
 0.750  0.350  0.070	 0.749  0.350  0.070	 0.048  1.437  0.031	 0.080  0.047 -0.154	-0.01677
 0.750  0.300  0.070	 0.749  0.300  0.070	 0.030  1.502  0.014	 0.081  0.036 -0.152	-0.01764
 0.750  0.250  0.070	 0.749  0.250  0.070	 0.011  1.545 -0.003	 0.081  0.024 -0.152	-0.01844
 0.750  0.200  0.070	 0.749  0.200  0.069	 0.013  1.537 -0.002	 0.081  0.016 -0.152	-0.01806
 0.750  0.150  0.070	 0.749  0.150  0.070	 0.005  1.550 -0.002	 0.079  0.005 -0.151	-0.01615
 0.750  0.100  0.070	 0.749  0.100  0.069	 0.011  1.526 -0.000	 0.076  0.012 -0.149	-0.01303
 0.750  0.050  0.070	 0.749  0.050  0.070	 0.047  1.497 -0.015	 0.076  0.016 -0.149	-0.01257
 0.750  0.000  0.070	 0.750 -0.001  0.070	 0.009  1.563  0.006	 0.079 -0.009 -0.152	-0.01575
 0.750 -0.050  0.070	 0.749 -0.050  0.070	-0.058  1.560 -0.004	 0.080 -0.012 -0.152	-0.01734
 0.750 -0.100  0.070	 0.750 -0.100  0.070	-0.005  1.539 -0.023	 0.078 -0.021 -0.152	-0.01526
 0.750 -0.150  0.070	 0.749 -0.150  0.070	-0.020  1.530 -0.039	 0.079 -0.026 -0.152	-0.01583
 0.750 -0.200  0.070	 0.750 -0.200  0.071	-0.471  1.263 -0.408	 0.082 -0.023 -0.154	-0.01932
 0.750 -0.250  0.070	 0.750 -0.250  0.070	-0.078  1.372 -0.139	 0.076 -0.037 -0.154	-0.01346
 0.750 -0.300  0.070	 0.748 -0.294  0.072	-0.169  1.052 -0.124	 0.078 -0.038 -0.155	-0.01499
 0.750 -0.350  0.070	 0.735 -0.338  0.079	-0.430  0.873 -0.370	 0.078 -0.040 -0.155	-0.01482
 0.750 -0.400  0.070	 0.709 -0.358  0.061	-0.699  0.714 -0.393	 0.075 -0.043 -0.157	-0.01163
 0.750 -0.450  0.070	 0.701 -0.395  0.101	-1.298  0.921 -0.281	 0.072 -0.048 -0.153	-0.00934
 0.750 -0.500  0.070	 0.685 -0.431  0.107	-1.110  0.920 -0.353	 0.070 -0.054 -0.154	-0.00724
 0.800  0.500  0.070	 0.769  0.472  0.105	 0.092  0.103  0.684	 0.075  0.071 -0.157	-0.00582
 0.800  0.450  0.070	 0.787  0.443  0.077	 0.967  0.674  0.175	 0.078  0.066 -0.160	-0.00323
 0.800  0.400  0.070	 0.795  0.397  0.072	 0.235  0.451  0.400	 0.081  0.058 -0.158	-0.01846
 0.800  0.350  0.070	 0.800  0.350  0.070	 0.059  0.836  0.246	 0.083  0.053 -0.156	-0.01964
 0.800  0.300  0.070	 0.800  0.300  0.070	 0.088  1.298  0.020	 0.085  0.048 -0.156	-0.02156
 0.800  0.250  0.070	 0.800  0.250  0.070	 0.053  1.356 -0.002	 0.085  0.037 -0.154	-0.02234
 0.800  0.200  0.070	 0.800  0.200  0.070	 0.032  1.383 -0.003	 0.086  0.028 -0.153	-0.02274
 0.800  0.150  0.070	 0.799  0.150  0.070	 0.017  1.436 -0.009	 0.086  0.013 -0.153	-0.02354
 0.800  0.100  0.070	 0.800  0.100  0.070	 0.018  1.447 -0.005	 0.086  0.002 -0.153	-0.02326
 0.800  0.050  0.070	 0.799  0.050  0.070	-0.031  1.430  0.013	 0.086  0.000 -0.153	-0.02312
 0.800  0.000  0.070	 0.799 -0.000  0.070	-0.016  1.453  0.000	 0.085 -0.009 -0.152	-0.02159
 0.800 -0.050  0.070	 0.799 -0.050  0.070	-0.027  1.451  0.013	 0.087 -0.009 -0.154	-0.02432
 0.800 -0.100  0.070	 0.799 -0.099  0.071	-0.044  1.447 -0.062	 0.087 -0.014 -0.154	-0.02450
 0.800 -0.150  0.070	 0.800 -0.150  0.070	-0.097  1.336 -0.026	 0.084 -0.024 -0.155	-0.02100
 0.800 -0.200  0.070	 0.800 -0.200  0.070	-0.141  1.132 -0.169	 0.087 -0.022 -0.156	-0.02381
 0.800 -0.250  0.070	 0.786 -0.242  0.077	-0.190  1.047 -0.201	 0.085 -0.027 -0.155	-0.02198
 0.800 -0.300  0.070	 0.773 -0.286  0.081	-0.282  0.587 -0.384	 0.083 -0.031 -0.156	-0.02038
 0.800 -0.350  0.070	 0.757 -0.319  0.094	-0.721  0.730 -0.326	 0.080 -0.037 -0.154	-0.01667
 0.800 -0.400  0.070	 0.776 -0.379  0.151	-0.551  0.690 -0.323	 0.068 -0.061 -0.152	-0.00466
 0.800 -0.450  0.070	 0.706 -0.413  0.114	-1.345  0.878 -0.349	 0.068 -0.056 -0.154	-0.00510
 0.800 -0.500  0.070	 0.711 -0.414  0.119	-1.283  0.868 -0.315	 0.074 -0.052 -0.153	-0.01077
