 0.400  0.000  0.070	 0.400  0.000  0.070	-1.596  0.248 -0.125	 0.031  0.020 -0.156	0.03222
 0.400 -0.050  0.070	 0.400 -0.050  0.070	-1.622  0.261  0.054	-0.024 -0.021 -0.153	0.08691
 0.400 -0.100  0.070	 0.400 -0.100  0.071	-1.543  0.427  0.132	-0.006 -0.039 -0.153	0.06755
 0.400 -0.150  0.070	 0.400 -0.150  0.070	-1.575  0.309  0.106	-0.023 -0.031 -0.153	0.08352
 0.400 -0.200  0.070	 0.400 -0.200  0.070	-1.550  0.318  0.118	-0.019 -0.039 -0.153	0.07467
 0.400 -0.250  0.070	 0.400 -0.250  0.070	-1.557  0.339  0.104	-0.014 -0.047 -0.152	0.06556
 0.400 -0.300  0.070	 0.401 -0.300  0.070	-1.550  0.370  0.047	-0.009 -0.055 -0.152	0.05584
 0.400 -0.350  0.070	 0.400 -0.350  0.070	-1.570  0.400  0.011	-0.003 -0.063 -0.153	0.04581
 0.400 -0.400  0.070	 0.400 -0.400  0.070	-1.477  0.828  0.107	-0.008 -0.062 -0.149	0.04998
 0.400 -0.450  0.070	 0.400 -0.450  0.070	-1.565  0.558 -0.069	 0.011 -0.073 -0.154	0.02932
 0.400 -0.500  0.070	 0.400 -0.500  0.070	-1.556  0.704 -0.116	 0.014 -0.077 -0.153	0.02455
 0.450  0.500  0.070	 0.450  0.499  0.070	-1.571  0.000  0.000	 0.018  0.065 -0.149	0.03177
 0.450  0.450  0.070	 0.450  0.449  0.070	-1.573 -0.010  0.010	 0.017  0.071 -0.154	0.02849
 0.450  0.400  0.070	 0.450  0.400  0.070	-1.571  0.004  0.001	 0.020  0.078 -0.159	0.02075
 0.450  0.350  0.070	 0.451  0.350  0.069	-1.565  0.001  0.003	 0.009  0.071 -0.157	0.03266
 0.450  0.300  0.070	 0.450  0.299  0.071	-1.565 -0.006  0.004	 0.009  0.065 -0.157	0.03770
 0.450  0.250  0.070	 0.451  0.250  0.071	-1.570  0.001 -0.001	 0.029  0.042 -0.153	0.03370
 0.450  0.200  0.070	 0.450  0.200  0.070	-1.571 -0.001 -0.001	 0.018  0.051 -0.157	0.04365
 0.450  0.150  0.070	 0.450  0.150  0.070	-1.572 -0.001 -0.001	 0.006  0.049 -0.157	0.05230
 0.450  0.100  0.070	 0.450  0.100  0.070	-1.571  0.000 -0.001	 0.011  0.046 -0.158	0.05174
 0.450  0.050  0.070	 0.450  0.050  0.070	-1.579  0.053 -0.031	 0.030  0.033 -0.158	0.03285
 0.450  0.000  0.070	 0.451  0.000  0.070	-1.578  0.053 -0.001	 0.001 -0.031 -0.153	0.06227
 0.450 -0.050  0.070	 0.450 -0.050  0.070	-1.586  0.131  0.026	-0.002 -0.033 -0.153	0.06511
 0.450 -0.100  0.070	 0.450 -0.100  0.070	-1.594  0.150  0.042	-0.004 -0.036 -0.153	0.06714
 0.450 -0.150  0.070	 0.450 -0.150  0.070	-1.576  0.172  0.063	-0.002 -0.042 -0.153	0.06249
 0.450 -0.200  0.070	 0.450 -0.200  0.070	-1.565  0.179  0.065	 0.001 -0.049 -0.153	0.05530
 0.450 -0.250  0.070	 0.450 -0.250  0.070	-1.558  0.185  0.069	 0.005 -0.056 -0.154	0.04715
 0.450 -0.300  0.070	 0.450 -0.300  0.070	-1.560  0.230  0.044	 0.011 -0.061 -0.155	0.03984
 0.450 -0.350  0.070	 0.450 -0.350  0.070	-1.563  0.307  0.018	 0.018 -0.064 -0.155	0.03304
 0.450 -0.400  0.070	 0.450 -0.400  0.070	-1.574  0.425 -0.017	 0.025 -0.066 -0.155	0.02726
 0.450 -0.450  0.070	 0.450 -0.450  0.070	-1.585  0.542 -0.055	 0.022 -0.072 -0.154	0.02424
 0.450 -0.500  0.070	 0.450 -0.497  0.072	-1.522  0.682 -0.149	 0.025 -0.075 -0.153	0.02000
 0.500  0.500  0.070	 0.500  0.499  0.070	-1.570 -0.000  0.001	 0.038  0.076 -0.157	0.01119
 0.500  0.450  0.070	 0.501  0.450  0.069	-1.582 -0.002  0.003	 0.012  0.081 -0.157	0.02314
 0.500  0.400  0.070	 0.500  0.399  0.070	-1.593 -0.011  0.007	 0.016  0.079 -0.159	0.02213
 0.500  0.350  0.070	 0.500  0.350  0.070	-1.571  0.000 -0.001	 0.037  0.058 -0.156	0.02598
 0.500  0.300  0.070	 0.500  0.300  0.070	-1.571 -0.000 -0.000	 0.026  0.067 -0.160	0.02574
 0.500  0.250  0.070	 0.500  0.249  0.070	-1.577  0.028 -0.012	 0.006  0.064 -0.158	0.03979
 0.500  0.200  0.070	 0.500  0.200  0.070	-1.571  0.000 -0.000	 0.027  0.052 -0.158	0.03613
 0.500  0.150  0.070	 0.500  0.151  0.071	-1.590  0.069  0.025	 0.042  0.028 -0.154	0.02127
 0.500  0.100  0.070	 0.500  0.100  0.070	-1.538  0.015  0.005	 0.043  0.035 -0.161	0.01981
 0.500  0.050  0.070	 0.500  0.049  0.071	-1.565  0.000 -0.000	 0.027  0.043 -0.162	0.03586
 0.500  0.000  0.070	 0.501  0.001  0.070	-1.577  0.073 -0.044	 0.036  0.030 -0.160	0.02662
 0.500 -0.050  0.070	 0.500 -0.050  0.070	-1.569  0.018  0.006	 0.021 -0.032 -0.153	0.04206
 0.500 -0.100  0.070	 0.500 -0.100  0.070	-1.574  0.021  0.006	 0.021 -0.040 -0.155	0.04233
 0.500 -0.150  0.070	 0.500 -0.150  0.070	-1.561  0.054  0.010	 0.025 -0.042 -0.155	0.03809
 0.500 -0.200  0.070	 0.501 -0.200  0.071	-1.572  0.054  0.021	 0.028 -0.048 -0.156	0.03473
 0.500 -0.250  0.070	 0.501 -0.250  0.071	-1.566  0.112  0.042	 0.030 -0.052 -0.156	0.03284
 0.500 -0.300  0.070	 0.500 -0.300  0.071	-1.568  0.186  0.049	 0.028 -0.058 -0.155	0.03234
 0.500 -0.350  0.070	 0.500 -0.350  0.071	-1.566  0.281  0.026	 0.028 -0.063 -0.155	0.02840
 0.500 -0.400  0.070	 0.500 -0.400  0.070	-1.563  0.398 -0.017	 0.029 -0.067 -0.155	0.02432
 0.500 -0.450  0.070	 0.500 -0.448  0.071	-1.552  0.533 -0.075	 0.032 -0.070 -0.154	0.02014
 0.500 -0.500  0.070	 0.500 -0.500  0.070	-1.659  1.081 -0.232	 0.040 -0.069 -0.155	0.01573
 0.550  0.500  0.070	 0.551  0.501  0.069	-1.567  0.017 -0.008	 0.039  0.075 -0.156	0.01193
 0.550  0.450  0.070	 0.551  0.449  0.070	-1.570  0.000  0.000	 0.029  0.074 -0.155	0.01844
 0.550  0.400  0.070	 0.549  0.400  0.069	-1.571 -0.000 -0.001	 0.032  0.072 -0.157	0.01820
 0.550  0.350  0.070	 0.550  0.350  0.070	-1.571  0.001 -0.000	 0.024  0.074 -0.160	0.02154
 0.550  0.300  0.070	 0.550  0.300  0.070	-1.427 -0.131 -0.004	 0.032  0.056 -0.155	0.03070
 0.550  0.250  0.070	 0.550  0.250  0.070	-1.569  0.003  0.001	 0.050  0.042 -0.157	0.01327
 0.550  0.200  0.070	 0.550  0.199  0.071	-1.571  0.000  0.000	 0.016  0.060 -0.159	0.03763
 0.550  0.150  0.070	 0.550  0.151  0.070	-1.566 -0.000 -0.004	 0.039  0.044 -0.159	0.02377
 0.550  0.100  0.070	 0.551  0.100  0.070	-1.571  0.000  0.000	 0.051  0.033 -0.162	0.01188
 0.550  0.050  0.070	 0.550  0.051  0.071	-1.571 -0.000  0.001	 0.037  0.035 -0.159	0.02586
 0.550  0.000  0.070	 0.550  0.000  0.070	-1.570  0.000  0.000	 0.045 -0.004 -0.154	0.01816
 0.550 -0.050  0.070	 0.550 -0.050  0.070	-1.572 -0.000  0.000	 0.046 -0.012 -0.155	0.01670
 0.550 -0.100  0.070	 0.551 -0.100  0.071	-1.561  0.057  0.016	 0.039 -0.031 -0.156	0.02376
 0.550 -0.150  0.070	 0.550 -0.149  0.071	-1.565  0.027  0.011	 0.050 -0.025 -0.157	0.01321
 0.550 -0.200  0.070	 0.550 -0.199  0.070	-1.568  0.033 -0.006	 0.044 -0.042 -0.158	0.01922
 0.550 -0.250  0.070	 0.550 -0.250  0.070	-1.572  0.088  0.029	 0.042 -0.048 -0.157	0.02100
 0.550 -0.300  0.070	 0.550 -0.300  0.070	-1.574  0.169  0.039	 0.040 -0.054 -0.156	0.02278
 0.550 -0.350  0.070	 0.550 -0.350  0.071	-1.558  0.273  0.028	 0.038 -0.060 -0.155	0.02434
 0.550 -0.400  0.070	 0.550 -0.399  0.071	-1.559  0.403 -0.020	 0.039 -0.064 -0.155	0.02049
 0.550 -0.450  0.070	 0.550 -0.446  0.074	-1.553  0.541 -0.098	 0.042 -0.067 -0.154	0.01671
 0.550 -0.500  0.070	 0.605 -0.427  0.288	-1.481  0.167 -0.493	 0.023 -0.072 -0.134	0.02371
 0.600  0.500  0.070	 0.600  0.501  0.070	-1.568  0.007 -0.008	 0.045  0.081 -0.157	0.00386
 0.600  0.450  0.070	 0.601  0.450  0.070	-1.577 -0.007  0.002	 0.048  0.063 -0.153	0.01463
 0.600  0.400  0.070	 0.600  0.400  0.071	-1.571  0.000  0.000	 0.042  0.067 -0.155	0.01655
 0.600  0.350  0.070	 0.600  0.349  0.071	-1.574 -0.012  0.003	 0.039  0.068 -0.159	0.01776
 0.600  0.300  0.070	 0.600  0.301  0.070	-1.571 -0.000  0.000	 0.049  0.057 -0.158	0.01391
 0.600  0.250  0.070	 0.600  0.250  0.070	-1.580  0.041  0.008	 0.048  0.042 -0.153	0.01539
 0.600  0.200  0.070	 0.600  0.200  0.070	-1.588  0.056  0.016	 0.050  0.033 -0.153	0.01305
 0.600  0.150  0.070	 0.599  0.150  0.070	-1.578 -0.005  0.001	 0.044  0.040 -0.156	0.01863
 0.600  0.100  0.070	 0.601  0.100  0.070	-1.570 -0.001  0.000	 0.044  0.037 -0.158	0.01902
 0.600  0.050  0.070	 0.599  0.050  0.070	-1.571 -0.000  0.001	 0.055  0.005 -0.156	0.00825
 0.600  0.000  0.070	 0.599 -0.001  0.069	-1.572  0.000 -0.001	 0.058 -0.002 -0.157	0.00482
 0.600 -0.050  0.070	 0.599 -0.050  0.070	-1.568  0.004 -0.007	 0.052 -0.007 -0.155	0.01065
 0.600 -0.100  0.070	 0.600 -0.099  0.070	-1.555  0.018 -0.010	 0.053 -0.023 -0.157	0.01003
 0.600 -0.150  0.070	 0.601 -0.150  0.071	-1.566  0.024  0.009	 0.057 -0.024 -0.157	0.00552
 0.600 -0.200  0.070	 0.600 -0.200  0.070	-1.565  0.019  0.008	 0.046 -0.044 -0.157	0.01685
 0.600 -0.250  0.070	 0.600 -0.250  0.071	-1.576  0.116  0.039	 0.044 -0.050 -0.156	0.01935
 0.600 -0.300  0.070	 0.600 -0.300  0.070	-1.550  0.170  0.064	 0.045 -0.055 -0.156	0.01752
 0.600 -0.350  0.070	 0.599 -0.350  0.071	-1.453  0.917 -0.018	 0.061 -0.045 -0.156	0.00217
 0.600 -0.400  0.070	 0.600 -0.400  0.070	-1.581  0.442 -0.018	 0.048 -0.062 -0.155	0.01529
 0.600 -0.450  0.070	 0.588 -0.438  0.079	-1.687  1.126  0.306	 0.056 -0.057 -0.158	0.00712
 0.600 -0.500  0.070	 0.591 -0.477  0.076	-1.428  1.283 -0.208	 0.060 -0.060 -0.155	0.00314
 0.650  0.500  0.070	 0.650  0.500  0.070	-1.570  0.000  0.000	 0.056  0.076 -0.158	0.00182
 0.650  0.450  0.070	 0.650  0.451  0.070	-1.566  0.021 -0.026	 0.056  0.067 -0.156	0.00673
 0.650  0.400  0.070	 0.651  0.400  0.071	-1.571  0.001  0.002	 0.052  0.068 -0.158	0.01002
 0.650  0.350  0.070	 0.650  0.351  0.070	-1.570  0.004 -0.004	 0.036  0.073 -0.158	0.01468
 0.650  0.300  0.070	 0.649  0.299  0.070	-1.571 -0.003 -0.000	 0.051  0.058 -0.158	0.01218
 0.650  0.250  0.070	 0.651  0.250  0.069	-1.568  0.013 -0.011	 0.044  0.056 -0.157	0.01873
 0.650  0.200  0.070	 0.650  0.200  0.070	-1.571 -0.000  0.000	 0.060  0.043 -0.161	0.00328
 0.650  0.150  0.070	 0.651  0.150  0.071	-1.571  0.000 -0.000	 0.052  0.042 -0.159	0.01078
 0.650  0.100  0.070	 0.651  0.100  0.071	-1.580  0.044  0.015	 0.063  0.015 -0.156	0.00004
 0.650  0.050  0.070	 0.651  0.050  0.071	-1.571  0.000  0.000	 0.059  0.032 -0.162	0.00362
 0.650  0.000  0.070	 0.649  0.000  0.070	-1.559  0.006 -0.002	 0.066  0.000 -0.160	-0.00349
 0.650 -0.050  0.070	 0.650 -0.050  0.070	-1.571  0.009  0.001	 0.055 -0.014 -0.153	0.00797
 0.650 -0.100  0.070	 0.650 -0.100  0.071	-1.572  0.000 -0.000	 0.063 -0.019 -0.159	0.00007
 0.650 -0.150  0.070	 0.651 -0.149  0.070	-1.572  0.001 -0.002	 0.060 -0.029 -0.158	0.00248
 0.650 -0.200  0.070	 0.650 -0.199  0.070	-1.571  0.003 -0.002	 0.061 -0.036 -0.159	0.00218
 0.650 -0.250  0.070	 0.650 -0.250  0.071	-1.568  0.080  0.015	 0.061 -0.041 -0.158	0.00233
 0.650 -0.300  0.070	 0.650 -0.300  0.071	-1.573  0.193 -0.009	 0.059 -0.048 -0.157	0.00410
 0.650 -0.350  0.070	 0.650 -0.350  0.070	-1.561  0.333 -0.014	 0.059 -0.053 -0.156	0.00407
 0.650 -0.400  0.070	 0.615 -0.365  0.103	-1.605  0.266 -0.069	 0.032 -0.072 -0.157	0.01873
 0.650 -0.450  0.070	 0.640 -0.434  0.080	-1.511  0.812 -0.162	 0.062 -0.058 -0.154	0.00139
 0.650 -0.500  0.070	 0.637 -0.483  0.095	-0.990  0.943 -0.327	 0.059 -0.063 -0.155	0.00355
 0.700  0.500  0.070	 0.699  0.500  0.070	-1.558  0.001  0.058	 0.064  0.078 -0.159	-0.00090
 0.700  0.450  0.070	 0.700  0.450  0.071	-1.571 -0.000 -0.000	 0.064  0.071 -0.158	-0.00127
 0.700  0.400  0.070	 0.699  0.399  0.070	-1.564  0.003  0.003	 0.065  0.060 -0.156	-0.00212
 0.700  0.350  0.070	 0.699  0.350  0.070	-1.556  0.008  0.002	 0.064  0.062 -0.159	-0.00073
 0.700  0.300  0.070	 0.700  0.300  0.071	-1.571  0.001 -0.000	 0.055  0.065 -0.161	0.00828
 0.700  0.250  0.070	 0.701  0.251  0.070	-1.570  0.003  0.002	 0.062  0.026 -0.152	0.00073
 0.700  0.200  0.070	 0.700  0.200  0.070	-1.570 -0.001 -0.001	 0.062  0.043 -0.158	0.00121
 0.700  0.150  0.070	 0.699  0.150  0.070	-1.564  0.003 -0.002	 0.060  0.048 -0.162	0.00332
 0.700  0.100  0.070	 0.701  0.101  0.071	-1.581  0.050  0.013	 0.055 -0.004 -0.150	0.00824
 0.700  0.050  0.070	 0.700  0.049  0.069	-1.571  0.000 -0.000	 0.066  0.010 -0.156	-0.00354
 0.700  0.000  0.070	 0.700 -0.000  0.070	-1.567  0.272  0.051	 0.067 -0.001 -0.153	-0.00388
 0.700 -0.050  0.070	 0.699 -0.050  0.071	-1.571  0.000 -0.000	 0.066 -0.007 -0.157	-0.00352
 0.700 -0.100  0.070	 0.700 -0.100  0.070	-1.572  0.000 -0.000	 0.069 -0.020 -0.158	-0.00608
 0.700 -0.150  0.070	 0.700 -0.150  0.071	-1.567 -0.006  0.006	 0.071 -0.024 -0.160	-0.00804
 0.700 -0.200  0.070	 0.700 -0.200  0.071	-1.572  0.040  0.011	 0.065 -0.037 -0.158	-0.00237
 0.700 -0.250  0.070	 0.678 -0.222  0.077	-0.881  0.291 -0.384	 0.069 -0.027 -0.159	-0.00581
 0.700 -0.300  0.070	 0.700 -0.300  0.070	-1.583  0.251 -0.029	 0.067 -0.045 -0.157	-0.00416
 0.700 -0.350  0.070	 0.665 -0.334  0.083	-1.676  0.638 -0.046	 0.071 -0.039 -0.156	-0.00773
 0.700 -0.400  0.070	 0.690 -0.390  0.077	-1.445  0.776 -0.178	 0.071 -0.048 -0.155	-0.00854
 0.700 -0.450  0.070	 0.648 -0.416  0.108	-1.572  0.458 -0.118	 0.055 -0.062 -0.153	0.00763
 0.700 -0.500  0.070	 0.660 -0.453  0.097	-1.229  0.926 -0.366	 0.067 -0.058 -0.155	-0.00447
 0.750  0.500  0.070	 0.724  0.477  0.069	-1.555 -0.156  0.203	 0.072  0.068 -0.160	-0.00169
 0.750  0.450  0.070	 0.750  0.450  0.070	-1.516  0.035  0.175	 0.075  0.067 -0.158	-0.00209
 0.750  0.400  0.070	 0.750  0.401  0.071	-1.572  0.001  0.000	 0.074  0.061 -0.159	-0.01131
 0.750  0.350  0.070	 0.750  0.350  0.070	-1.571 -0.000 -0.000	 0.077  0.041 -0.155	-0.01409
 0.750  0.300  0.070	 0.751  0.300  0.070	-1.571 -0.001  0.001	 0.066  0.057 -0.158	-0.00282
 0.750  0.250  0.070	 0.750  0.250  0.070	-1.571 -0.004  0.003	 0.071  0.045 -0.158	-0.00808
 0.750  0.200  0.070	 0.749  0.199  0.070	-1.561  0.002  0.009	 0.067  0.050 -0.162	-0.00441
 0.750  0.150  0.070	 0.750  0.150  0.070	-1.571 -0.000 -0.000	 0.071  0.039 -0.161	-0.00824
 0.750  0.100  0.070	 0.749  0.100  0.070	-1.568  0.001 -0.000	 0.072  0.018 -0.156	-0.00949
 0.750  0.050  0.070	 0.750  0.050  0.070	-1.576  0.028 -0.017	 0.075  0.027 -0.162	-0.01234
 0.750  0.000  0.070	 0.750 -0.001  0.070	-1.568 -0.002  0.001	 0.077  0.002 -0.158	-0.01392
 0.750 -0.050  0.070	 0.750 -0.049  0.071	-1.571 -0.000 -0.000	 0.076 -0.009 -0.159	-0.01294
 0.750 -0.100  0.070	 0.751 -0.100  0.069	-1.571  0.000 -0.000	 0.074 -0.014 -0.157	-0.01067
 0.750 -0.150  0.070	 0.750 -0.150  0.070	-1.572  0.001  0.001	 0.076 -0.024 -0.159	-0.01315
 0.750 -0.200  0.070	 0.750 -0.200  0.070	-1.565  0.080  0.022	 0.077 -0.029 -0.158	-0.01411
 0.750 -0.250  0.070	 0.750 -0.250  0.071	-1.567  0.199 -0.011	 0.077 -0.034 -0.158	-0.01384
 0.750 -0.300  0.070	 0.744 -0.255  0.119	-1.539  0.070  0.014	 0.066 -0.048 -0.153	-0.00323
 0.750 -0.350  0.070	 0.728 -0.298  0.072	-1.845  0.699  0.081	 0.078 -0.033 -0.158	-0.01498
 0.750 -0.400  0.070	 0.720 -0.369  0.076	-2.117  0.725  0.736	 0.071 -0.052 -0.153	-0.00829
 0.750 -0.450  0.070	 0.707 -0.400  0.096	-1.294  0.790 -0.283	 0.074 -0.049 -0.155	-0.01136
 0.750 -0.500  0.070	 0.669 -0.441  0.110	-1.304  0.744 -0.262	 0.066 -0.058 -0.153	-0.00291
 0.800  0.500  0.070	 0.757  0.487  0.124	-0.256 -0.026  0.526	 0.076  0.069 -0.153	-0.00414
 0.800  0.450  0.070	 0.779  0.436  0.080	-1.735 -0.284  0.693	 0.078  0.066 -0.158	-0.00298
 0.800  0.400  0.070	 0.754  0.362  0.043	-1.595  0.110  0.011	 0.073  0.056 -0.159	-0.01017
 0.800  0.350  0.070	 0.800  0.350  0.070	-1.552  0.015  0.082	 0.081  0.056 -0.159	-0.01800
 0.800  0.300  0.070	 0.800  0.299  0.069	-1.571  0.000 -0.000	 0.080  0.052 -0.160	-0.01665
 0.800  0.250  0.070	 0.800  0.251  0.070	-1.563  0.003 -0.005	 0.077  0.050 -0.160	-0.01394
 0.800  0.200  0.070	 0.799  0.199  0.070	-1.577 -0.003  0.005	 0.078  0.042 -0.159	-0.01465
 0.800  0.150  0.070	 0.799  0.150  0.070	-1.571 -0.000  0.000	 0.076  0.044 -0.162	-0.01269
 0.800  0.100  0.070	 0.799  0.100  0.070	-1.514  0.181  0.329	 0.075  0.029 -0.156	-0.01201
 0.800  0.050  0.070	 0.799  0.050  0.070	-1.565  0.009 -0.007	 0.079  0.029 -0.161	-0.01614
 0.800  0.000  0.070	 0.801 -0.000  0.070	-1.572 -0.002  0.000	 0.079 -0.011 -0.157	-0.01638
 0.800 -0.050  0.070	 0.799 -0.050  0.070	-1.572 -0.000 -0.000	 0.083 -0.009 -0.159	-0.02051
 0.800 -0.100  0.070	 0.799 -0.100  0.071	-1.569  0.001 -0.000	 0.084 -0.015 -0.159	-0.02069
 0.800 -0.150  0.070	 0.799 -0.150  0.071	-1.569  0.053  0.016	 0.084 -0.020 -0.159	-0.02119
 0.800 -0.200  0.070	 0.800 -0.200  0.070	-1.605  0.205  0.013	 0.085 -0.024 -0.158	-0.02186
 0.800 -0.250  0.070	 0.780 -0.211  0.104	-1.769  0.162 -0.178	 0.079 -0.032 -0.155	-0.01612
 0.800 -0.300  0.070	 0.772 -0.282  0.087	-1.626  0.319 -0.022	 0.079 -0.039 -0.156	-0.01619
 0.800 -0.350  0.070	 0.772 -0.298  0.139	-1.211  0.430 -0.386	 0.073 -0.044 -0.150	-0.01023
 0.800 -0.400  0.070	 0.749 -0.347  0.108	-1.293  0.576 -0.309	 0.079 -0.041 -0.154	-0.01565
 0.800 -0.450  0.070	 0.735 -0.371  0.105	-1.444  0.860 -0.176	 0.079 -0.040 -0.156	-0.01639
 0.800 -0.500  0.070	 0.710 -0.415  0.117	-1.290  0.799 -0.368	 0.073 -0.053 -0.153	-0.00999
